내용,종류,수준
일어나겠고 곳곳에 기근과 지진이 있으리니,문장,중
불법이 성하므로 많은 사람의 사랑이 식어지리라,문장,중
그러나 끝까지 견디는 자는 구원을 얻으리라,문장,중
이 천국 복음이 모든 민족에게 증언되기 위하여,문장,중
온 세상에 전파되리니 그제야 끝이 오리라,문장,중
그 때에 유대에 있는 자들은 산으로 도망할지어다,문장,중
보라 내가 너희에게 미리 말하였노라,문장,중
주검이 있는 곳에는 독수리들이 모일지니라,문장,중
노아의 때와 같이 인자의 임함도 그러하리라,문장,중
있으라 생각하지 않은 때에 인자가 오리라,문장,중
그 중에 다섯은 미련하고 다섯은 슬기 있는 자라,문장,중
이에 그 처녀들이 다 일어나 등을 준비할 새,문장,중
그 주인이 이르되 잘 하였도다 착하고,문장,중
양은 그 오른편에 염소는 왼편에 두리라,문장,중
너희가 아는 바와 같이 이틀이 지나면 유월절이라,문장,중
예수를 흉계로 잡아 죽이려고 의논하되,문장,중
예수께서 베다니 나병환자 시몬의 집에 계실 때에,문장,중
이르되 무슨 의도로 이것을 허비하느냐,문장,중
그가 그 때부터 예수를 넘겨 줄 기회를 찾더라,문장,중
저물 때에 예수께서 열두 제자와 함께 앉으셨더니,문장,중
또 잔을 가지사 감사 기도하시고 그들에게 주시며,문장,중
이것은 죄 사함을 얻게 하려고 많은 사람을 위하여,문장,중
이에 그들이 찬미하고 감람 산으로 나아가니라,문장,중
하고 모든 제자도 그와 같이 말하니라,문장,중
너희는 여기 머물러 나와 함께 깨어 있으라 하시고,문장,중
제자들에게 오사 그 자는 것을 보시고,문장,중
마음에는 원이로되 육신이 약하도다 하시고,문장,중
내가 만일 그렇게 하면 이런 일이 있으리라,문장,중
한 성경이 어떻게 이루어지겠느냐 하시더라,문장,중
예수께서 이르시되 네가 말하였느니라,문장,중
이르되 그는 사형에 해당하니라 하고,문장,중
이르되 그리스도야 우리에게 선지자 노릇을 하라,문장,중
베드로가 모든 사람 앞에서 부인하여,문장,중
이 사람은 나사렛 예수와 함께 있었도다 하매,문장,중
이르되 나는 그 사람을 알지 못하노라 하더라,문장,중
하심이 생각나서 밖에 나가서 심히 통곡하니라,문장,중
결박하여 끌고 가서 총독 빌라도에게 넘겨 주니라,문장,중
이는 주께서 내게 명하신 바와 같으니라 하였더라,문장,중
대제사장들과 장로들에게 고발을 당하되,문장,중
그 때에 바라바라 하는 유명한 죄수가 있는데,문장,중
대제사장들과 장로들이 무리를 권하여,문장,중
이르되 유대인의 왕이여 평안할지어다 하며,문장,중
그에게 침 뱉고 갈대를 빼앗아 그의 머리를 치더라,문장,중
골고다 즉 해골의 곳이라는 곳에 이르러,문장,중
무덤들이 열리며 자던 성도의 몸이 많이 일어나되,문장,중
저물었을 때에 아리마대의 부자 요셉이라,문장,중
하는 사람이 왔으니 그도 예수의 제자라,문장,중
요셉이 시체를 가져다가 깨끗한 세마포로 싸서,문장,중
주여 저 속이던 자가 살아 있을 때에 말하되,문장,중
빌라도가 이르되 너희에게 경비병이 있으니,문장,중
그들이 경비병과 함께 가서 돌을 인봉하고,문장,중
그 형상이 번개 같고 그 옷은 눈같이 희거늘,문장,중
하라 보라 내가 너희에게 일렀느니라 하거늘,문장,중
그들이 장로들과 함께 모여 의논하고,문장,중
만일 이 말이 총독에게 들리면 우리가 권하여,문장,중
군인들이 돈을 받고 가르친 대로 하였으니,문장,중
이 말이 오늘날까지 유대인 가운데 두루 퍼지니라,문장,중
이르시되 하늘과 땅의 모든 권세를 내게 주셨으니,문장,중
마리아에게서 그리스도라 칭하는 예수가 나시니라,문장,상
요셉이 잠에서 깨어 일어나 주의 사자의 분부대로 행하여,문장,상
이르되 유대 베들레헴이오니 이는 선지자로 이렇게 기록된 바,문장,상
보배합을 열어 황금과 유향과 몰약을 예물로 드리니라,문장,상
헤롯이 죽기까지 거기 있었으니 이는 주께서 선지자를 통하여,문장,상
그 때에 세례 요한이 이르러 유대 광야에서 전파하여 말하되,문장,상
자기들의 죄를 자복하고 요단 강에서 그에게 세례를 받더니,문장,상
좋은 열매 맺지 아니하는 나무마다 찍혀 불에 던져지리라,문장,상
이르되 만일 내게 엎드려 경배하면 이 모든 것을 네게 주리라,문장,상
이에 마귀는 예수를 떠나고 천사들이 나아와서 수종드니라,문장,상
예수께서 요한이 잡혔음을 들으시고 갈릴리로 물러가셨다가,문장,상
이르시되 회개하라 천국이 가까이 왔느니라 하시더라,문장,상
그들이 곧 배와 아버지를 버려 두고 예수를 따르니라,문장,상
심령이 가난한 자는 복이 있나니 천국이 그들의 것임이요,문장,상
애통하는 자는 복이 있나니 그들이 위로를 받을 것임이요,문장,상
온유한 자는 복이 있나니 그들이 땅을 기업으로 받을 것임이요,문장,상
의에 주리고 목마른 자는 복이 있나니 그들이 배부를 것임이요,문장,상
마음이 청결한 자는 복이 있나니 그들이 하나님을 볼 것임이요,문장,상
화평케 하는 자는 복이 있나니 그들이 하나님의 아들이라,문장,상
기뻐하고 즐거워하라 하늘에서 너희의 상이 큼이라,문장,상
너희 전에 있던 선지자들도 이같이 박해하였느니라,문장,상
등경 위에 두나니 이러므로 집 안 모든 사람에게 비치느니라,문장,상
너를 고발하는 자와 함께 길에 있을 때에 급히 사화하라,문장,상
만일 네 오른 눈이 너로 실족하게 하거든 빼어 내버리라,문장,상
또한 만일 네 오른손이 너로 실족하게 하거든 찍어 내버리라,문장,상
네 머리로도 말라 이는 네가 한 터럭도 희고 검게 할 수 없음이라,문장,상
너는 구제할 때에 오른손이 하는 것을 왼손이 모르게 하여,문장,상
하늘에 계신 우리 아버지여 이름이 거룩히 여김을 받으시오며,문장,상
우리를 시험에 들게 하지 마시옵고 다만 악에서 구하시옵소서,문장,상
(나라와 권세와 영광이 아버지께 영원히 있사옵나이다 아멘),문장,상
너는 금식할 때에 머리에 기름을 바르고 얼굴을 씻으라,문장,상
도둑이 구멍을 뚫지도 못하고 도둑질도 못하느니라,문장,상
한 사람이 두 주인을 섬기지 못할 것이니 혹 이를 미워하고,문장,상
너희 중에 누가 염려함으로 그 키를 한 자라도 더할 수 있겠느냐,문장,상
예수께서 이 말씀을 마치시매 무리들이 그 가르치심에 놀라니,문장,상
예수께서 산에서 내려오시니 수많은 무리가 따르니라,문장,상
이르되 주여 원하시면 저를 깨끗하게 하실 수 있나이다 하거늘,문장,상
모세가 명한 예물을 드려 그들에게 입증하라 하시니라,문장,상
나도 남의 수하에 있는 사람이요 내 아래에도 군사가 있으니,문장,상
그 제자들이 나아와 깨우며 가로되 주여 구원하소서,문장,상
곧 일어나사 바람과 바다를 꾸짖으시니 아주 잔잔하게 되거늘,문장,상
어떤 서기관들이 속으로 이르되 이 사람이 신성을 모독하도다,문장,상
이르시되 너희가 어찌하여 마음에 악한 생각을 하느냐,문장,상
하는 말과 일어나 걸어가라 하는 말 중에 어느 것이 쉽겠느냐,문장,상
이런 권능을 사람에게 주신 하나님께 영광을 돌리니라,문장,상
바리새인들이 보고 그의 제자들에게 이르되 어찌하여,문장,상
너희는 가서 내가 긍휼을 원하고 제사를 원치 아니하노라,문장,상
새 포도주는 새 부대에 넣어야 둘이 다 보전되느니라,문장,상
예수께서 이 말씀을 하실 때에 한 관리가 와서 절하며,문장,상
이는 제 마음에 그 겉옷만 만져도 구원을 받겠다 함이라,문장,상
예수께서 돌이켜 그를 보시며 이르시되 딸아 안심하라,문장,상
그들이 나가서 예수의 소문을 그 온 땅에 퍼뜨리니라,문장,상
그들이 나갈 때에 귀신 들려 말 못하는 사람을 예수께 데려오니,문장,상
천국 복음을 전파하시며 모든 병과 모든 약한 것을 고치시니라,문장,상
이에 제자들에게 이르시되 추수할 것은 많되 일꾼이 적으니,문장,상
열두 사도의 이름은 이러하니 베드로라 하는 시몬을 비롯하여,문장,상
"그의 형제 안드레와 세베대의 아들 야고보와 그의 형제 요한,",문장,상
병든 자를 고치며 죽은 자를 살리며 나병환자를 깨끗하게 하며,문장,상
귀신을 쫓아내되 너희가 거저 받았으니 거저 주어라,문장,상
보라 내가 너희를 보냄이 양을 이리 가운데로 보냄과 같도다,문장,상
그러므로 너희는 뱀 같이 지혜롭고 비둘기 같이 순결하라,문장,상
너희 속에서 말씀하시는 이 곧 너희 아버지의 성령이시니라,문장,상
"제자가 그 선생보다, 또는 종이 그 상전보다 높지 못하나니",문장,상
집 주인을 바알세불이라 하였거든 하물며 그 집 사람들이랴,문장,상
내가 너희에게 어두운 데서 이르는 것을 광명한 데서 말하며,문장,상
요한이 옥에서 그리스도께서 하신 일을 듣고 제자들을 보내어,문장,상
그러나 천국에서는 극히 작은 자라도 그보다 크니라,문장,상
인자는 와서 먹고 마시매 말하기를 보라 먹기를 탐하고,문장,상
보시오 당신의 제자들이 안식일에 하지 못할 일을 하나이다,문장,상
내가 너희에게 이르노니 성전보다 더 큰 이가 여기 있느니라,문장,상
한쪽 손 마른 사람이 있는지라 사람들이 예수를 고발하려 하여,문장,상
바리새인들이 나가서 어떻게 하여 예수를 죽일까 의논하거늘,문장,상
내가 내 영을 그에게 줄 터이니 그가 심판을 이방에 알게 하리라,문장,상
들레지도 아니하리니 아무도 길에서 그 소리를 듣지 못하리라,문장,상
또한 이방들이 그 이름을 바라리라 함을 이루려 하심이니라,문장,상
무리가 다 놀라 이르되 이는 다윗의 자손이 아니냐 하니,문장,상
사탄이 만일 사탄을 쫓아 내면 스스로 분쟁하는 것이니,문장,상
네 말로 의롭다 함을 받고 네 말로 정죄함을 받으리라,문장,상
선생님이여 우리에게 표적 보여 주시기를 원하나이다,문장,상
뿌릴새 더러는 길 가에 떨어지매 새들이 와서 먹어버렸고,문장,상
더러는 가시떨기 위에 떨어지매 가시가 자라서 기운을 막았고,문장,상
"그러나 너희 눈은 봄으로, 너희 귀는 들음으로 복이 있도다",문장,상
돌밭에 뿌려졌다는 것은 말씀을 듣고 즉시 기쁨으로 받되,문장,상
좋은 땅에 뿌려졌다는 것은 말씀을 듣고 깨닫는 자니 결실하여,문장,상
주인이 이르되 원수가 이렇게 하였구나 종들이 말하되,문장,상
예수께서 이 모든 것을 무리에게 비유로 말씀하시고,문장,상
창세부터 감추인 것들을 드러내리라 함을 이루려 하심이니라,문장,상
풀무 불에 던져 넣으리니 거기서 울며 이를 갈게 되리라,문장,상
그 때에 의인들은 자기 아버지 나라에서 해와 같이 빛나리라,문장,상
또 천국은 마치 바다에 치고 각종 물고기를 모는 그물과 같으니,문장,상
이 모든 것을 깨달았느냐 하시니 대답하되 그러하오이다,문장,상
예수께서 이 모든 비유를 마치신 후에 그 곳을 떠나서,문장,상
그러므로 이런 능력이 그 속에서 역사하는도다 하더라,문장,상
당신이 그 여자를 차지한 것이 옳지 않다 하였음이라,문장,상
무리가 그를 선지자로 여기므로 그들을 두려워하더니,문장,상
무리를 보내어 마을에 들어가 먹을 것을 사 먹게 하소서,문장,상
예수께서 이르시되 갈 것 없다 너희가 먹을 것을 주라,문장,상
떡을 떼어 제자들에게 주시매 제자들이 무리에게 주니,문장,상
다 배불리 먹고 남은 조각을 열두 바구니에 차게 거두었으며,문장,상
먹은 사람은 여자와 어린이 외에 오천 명이나 되었더라,문장,상
무리를 보내신 후에 기도하러 따로 산에 올라가시니라,문장,상
밤 사경에 예수께서 바다 위로 걸어서 제자들에게 오시니,문장,상
제자들이 그가 바다 위로 걸어오심을 보고 놀라 유령이라,문장,상
예수께서 즉시 이르시되 안심하라 나니 두려워하지 말라,문장,상
이르시되 믿음이 작은 자여 왜 의심하였느냐 하시고,문장,상
그 곳 사람들이 예수이신 줄을 알고 그 근방에 두루 통지하여,문장,상
이 백성이 입술로는 나를 공경하되 마음은 내게서 멀도다,문장,상
입으로 들어가는 것이 사람을 더럽게 하는 것이 아니라,문장,상
입에서 나오는 그것이 사람을 더럽게 하는 것이니라,문장,상
그냥 두라 그들은 맹인이 되어 맹인을 인도하는 자로다,문장,상
예수께서 이르시되 너희도 아직까지 깨달음이 없느냐,문장,상
예수께서 거기서 나가사 두로와 시돈 지방으로 들어가시니,문장,상
예수는 한 말씀도 대답하지 아니하시니 제자들이 와서 청하여,문장,상
말하되 그 여자가 우리 뒤에서 소리를 지르오니 그를 보내소서,문장,상
여자가 와서 예수께 절하며 이르되 주여 저를 도우소서,문장,상
이에 예수께서 대답하여 이르시되 여자여 네 믿음이 크도다,문장,상
네 소원대로 되리라 하시니 그 때로부터 그의 딸이 나으니라,문장,상
다 배불리 먹고 남은 조각을 일곱 광주리에 차게 거두었으며,문장,상
제자들이 건너편으로 갈새 떡 가져가기를 잊었더니,문장,상
이르되 우리가 떡을 가져오지 아니하였도다 하거늘,문장,상
너희가 아직도 깨닫지 못하느냐 떡 다섯 개로 오천 명을 먹이고,문장,상
예수께서 대답하여 이르시되 바요나 시몬아 네가 복이 있도다,문장,상
자기가 그리스도인 것을 아무에게도 이르지 말라 하시니라,문장,상
제삼일에 살아나야 할 것을 제자들에게 비로소 나타내시니,문장,상
베드로가 예수를 붙들고 항변하여 이르되 주여 그리 마옵소서,문장,상
주여 내 아들을 불쌍히 여기소서 그가 간질로 심히 고생하여,문장,상
내가 주의 제자들에게 데리고 왔으나 능히 고치지 못하더이다,문장,상
예수께서 이르시되 그렇다면 아들들은 세를 면하리라,문장,상
예수께서 한 어린 아이를 불러 그들 가운데 세우시고,문장,상
실족하게 하는 일들이 있음으로 말미암아 세상에 화가 있도다,문장,상
만일 네 손이나 네 발이 너를 범죄하게 하거든 찍어 내버리라,문장,상
네 형제가 죄를 범하거든 가서 너와 그 사람과만 상대하여,문장,상
교회의 말도 듣지 않거든 이방인과 세리와 같이 여기라,문장,상
두세 사람이 내 이름으로 모인 곳에는 나도 그들 중에 있느니라,문장,상
예수께서 이르시되 네게 이르노니 일곱 번뿐 아니라,문장,상
그러므로 천국은 그 종들과 결산하려 하던 어떤 임금과 같으니,문장,상
그 몸과 아내와 자식들과 모든 소유를 다 팔아 갚게 하라 하니,문장,상
허락하지 아니하고 이에 가서 그가 빚을 갚도록 옥에 가두거늘,문장,상
악한 종아 네가 빌기에 내가 네 빚을 전부 탕감하여 주었거늘,문장,상
주인이 노하여 그 빚을 다 갚도록 저를 옥졸들에게 넘기니라,문장,상
큰 무리가 따르거늘 예수께서 거기서 그들의 병을 고치시더라,문장,상
그 둘이 한 몸이 될지니라 하신 것을 읽지 못하였느냐,문장,상
스스로 된 고자도 있도다 이 말을 받을 만한 자는 받을지어다,문장,상
그 청년이 재물이 많으므로 이 말씀을 듣고 근심하며 가니라,문장,상
제십일시에도 나가 보니 서 있는 사람들이 또 있는지라,문장,상
제십일시에 온 자들이 와서 한 데나리온씩을 받거늘,문장,상
네가 나와 한 데나리온의 약속을 하지 아니하였느냐,문장,상
이와 같이 나중 된 자로서 먼저 되고 먼저 된 자로서 나중 되리라,문장,상
이방인들에게 넘겨 주어 그를 조롱하며 채찍질하며,문장,상
그 고관들이 그들에게 권세를 부리는 줄을 너희가 알거니와,문장,상
인자가 온 것은 섬김을 받으려 함이 아니라 도리어 섬기려 하고,문장,상
그들이 여리고에서 떠나 갈 때에 큰 무리가 예수를 따르더라,문장,상
주기를 원하느냐 이르되 주여 우리 눈 뜨기를 원하나이다,문장,상
이는 선지자를 통하여 하신 말씀을 이루려 하심이라 일렀으되,문장,상
시온 딸에게 이르기를 네 왕이 네게 임하나니 그는 겸손하여,문장,상
"나귀, 곧 멍에 메는 짐승의 새끼를 탔도다 하라 하였느니라",문장,상
주의 이름으로 오시는 이여 가장 높은 곳에서 호산나 하더라,문장,상
예수께서 예루살렘에 들어가시니 온 성이 소동하여,문장,상
무리가 이르되 갈릴리 나사렛에서 나온 선지자 예수라 하니라,문장,상
그들에게 이르시되 기록된 바 내 집은 기도하는 집이라,문장,상
맹인과 저는 자들이 성전에서 예수께 나아오매 고쳐주시니,문장,상
그들을 떠나 성 밖으로 베다니에 가서 거기서 유하시니라,문장,상
대답하여 이르되 아버지여 가겠나이다 하더니 가지 아니하고,문장,상
이르되 싫소이다 하였다가 그 후에 뉘우치고 갔으니,문장,상
농부들이 종들을 잡아 하나는 심히 때리고 하나는 죽이고,문장,상
이는 상속자니 자 죽이고 그의 유산을 차지하자 하고,문장,상
그러면 포도원 주인이 올 때에 그 농부들을 어떻게 하겠느냐,문장,상
임금이 노하여 군대를 보내어 그 살인한 자들을 진멸하고,문장,상
그러면 당신의 생각에는 어떠한지 우리에게 이르소서,문장,상
이르시되 외식하는 자들아 어찌하여 나를 시험하느냐,문장,상
세금 낼 돈을 내게 보이라 하시니 데나리온 하나를 가져 왔거늘,문장,상
예수께서 말씀하시되 이 형상과 이 글이 누구의 것이냐,문장,상
그들이 이 말씀을 듣고 놀랍게 여겨 예수를 떠나가니라,문장,상
부활이 없다 하는 사두개인들이 그 날 예수께 와서 물어 이르되,문장,상
죽은 자의 부활을 논할진대 하나님이 너희에게 말씀하신 바,문장,상
예수께서 이르시되 네 마음을 다하고 목숨을 다하고,문장,상
둘째도 그와 같으니 네 이웃을 네 자신 같이 사랑하라 하셨으니,문장,상
바리새인들이 모였을 때에 예수께서 그들에게 물으시되,문장,상
이에 예수께서 무리와 제자들에게 말씀하여 이르시되,문장,상
서기관들과 바리새인들이 모세의 자리에 앉았으니,문장,상
너희 중에 큰 자는 너희를 섬기는 자가 되어야 하리라,문장,상
그러나 이것도 행하고 저것도 버리지 말아야 할지니라,문장,상
맹인 된 인도자여 하루살이는 걸러 내고 낙타는 삼키는도다,문장,상
내가 너희에게 이르노니 이제부터 너희는 찬송하리로다,문장,상
많은 사람이 내 이름으로 와서 이르되 나는 그리스도라 하여,문장,상
거짓 선지자가 많이 일어나 많은 사람을 미혹하겠으며,문장,상
지붕 위에 있는 자는 집 안에 있는 물건을 가지러 내려 가지 말며,문장,상
밭에 있는 자는 겉옷을 가지러 뒤로 돌이키지 말지어다,문장,상
그 날에는 아이 밴 자들과 젖 먹이는 자들에게 화가 있으리로다,문장,상
창세로부터 지금까지 이런 환난이 없었고 후에도 없으리라,문장,상
보라 그리스도가 여기 있다 혹은 저기 있다 하여도 믿지 말라,문장,상
그 날 환난 후에 즉시 해가 어두워지며 달이 빛을 내지 아니하며,문장,상
별들이 하늘에서 떨어지며 하늘의 권능들이 흔들리리라,문장,상
천지는 없어질지언정 내 말은 없어지지 아니하리라,문장,상
홍수가 나서 그들을 다 멸하기까지 깨닫지 못하였으니,문장,상
그 때에 두 사람이 밭에 있으매 한 사람은 데려감을 당하고,문장,상
두 여자가 맷돌질을 하고 있으매 한 사람은 데려감을 당하고,문장,상
만일 그 악한 종이 마음에 생각하기를 주인이 더디 오리라 하여,문장,상
동무들을 때리며 술 친구들과 더불어 먹고 마시게 되면,문장,상
생각하지 않은 날 알지 못하는 시간에 그 종의 주인이 이르러,문장,상
미련한 자들은 등을 가지되 기름을 가지지 아니하고,문장,상
슬기 있는 자들은 그릇에 기름을 담아 등과 함께 가져갔더니,문장,상
밤중에 소리가 나되 보라 신랑이로다 맞으러 나오라 하매,문장,상
그런즉 깨어 있으라 너희는 그 날과 그 때를 알지 못하느니라,문장,상
다섯 달란트 받은 자는 바로 가서 그것으로 장사하여,문장,상
두 달란트를 받은 자도 그같이 하여 또 두 달란트를 남겼으되,문장,상
오랜 후에 그 종들의 주인이 돌아와 그들과 결산할새,문장,상
한 달란트 받았던 자는 와서 이르되 주여 당신은 굳은 사람이라,문장,상
그에게서 그 한 달란트를 빼앗아 열 달란트 가진 자에게 주라,문장,상
"그들은 영벌에, 의인들은 영생에 들어가리라 하시니라",문장,상
예수께서 이 말씀을 다 마치시고 제자들에게 이르시되,문장,상
인자가 십자가에 못 박히기 위하여 팔리리라 하시더라,문장,상
말하기를 민란이 날까 하노니 명절에는 하지 말자 하더라,문장,상
예수께서 아시고 그들에게 이르시되 너희가 어찌하여,문장,상
이 여자를 괴롭게 하느냐 그가 내게 좋은 일을 하였느니라,문장,상
제자들이 예수께서 시키신 대로 하여 유월절을 준비하였더라,문장,상
그들이 몹시 근심하여 각각 여짜오되 주여 나는 아니지요,문장,상
그들이 먹을 때에 예수께서 떡을 가지사 축복하시고,문장,상
그러나 내가 살아난 후에 너희보다 먼저 갈릴리로 가리라,문장,상
이에 말씀하시되 내 마음이 매우 고민하여 죽게 되었으니,문장,상
다시 오사 보신즉 그들이 자니 이는 그들의 눈이 피곤함일러라,문장,상
또 그들을 두시고 나아가 세 번째 같은 말씀으로 기도하신 후,문장,상
일어나라 함께 가자 보라 나를 파는 자가 가까이 왔느니라,문장,상
곧 예수께 나아와 랍비여 안녕하시옵니까 하고 입을 맞추니,문장,상
예수께서 이르시되 친구여 네가 무엇을 하려고 왔는지 행하라,문장,상
하신대 이에 그들이 나아와 예수께 손을 대어 잡는지라,문장,상
지금 열두 군단 더 되는 천사를 보내시게 할 수 없는 줄로 아느냐,문장,상
그러나 이렇게 된 것은 다 선지자들의 글을 이루려 함이니라,문장,상
하시더라 이에 제자들이 다 예수를 버리고 도망하니라,문장,상
거짓 증인이 많이 왔으나 얻지 못하더니 후에 두 사람이 와서,문장,상
이르되 나는 네가 무슨 말을 하는지 알지 못하겠노라 하며,문장,상
이르되 나는 그 사람을 알지 못하노라 하니 곧 닭이 울더라,문장,상
대제사장들이 그 은을 거두며 이르되 이것은 핏값이라,문장,상
그러므로 오늘날까지 그 밭을 피밭이라 일컫느니라,문장,상
한 마디도 대답하지 아니하시니 총독이 크게 놀라워하더라,문장,상
이는 그가 그들의 시기(猜忌)로 예수를 넘겨 준 줄 앎이더라,문장,상
바라바를 달라 하게 하고 예수를 죽이자 하게 하였더니,문장,상
이르되 그 피를 우리와 우리 자손에게 돌릴지어다 하거늘,문장,상
이에 바라바는 저희에게 놓아 주고 예수는 채찍질하고,문장,상
그들이 예수를 십자가에 못 박은 후에 그 옷을 제비 뽑아 나누고,문장,상
그 머리 위에 이는 유대인의 왕 예수라 쓴 죄패를 붙였더라,문장,상
지나가는 자들은 자기 머리를 흔들며 예수를 모욕하여,문장,상
지금 십자가에서 내려올지어다 그리하면 우리가 믿겠노라,문장,상
함께 십자가에 못 박힌 강도들도 이와 같이 욕하더라,문장,상
제육시로부터 온 땅에 어둠이 임하여 제구시까지 계속되더니,문장,상
예수께서 다시 크게 소리 지르시고 영혼이 떠나시니다,문장,상
이르되 이는 진실로 하나님의 아들이었도다 하더라,문장,상
거기 막달라 마리아와 다른 마리아가 무덤을 향하여 앉았더라,문장,상
대제사장들과 바리새인들이 함께 빌라도에게 모여 이르되,문장,상
내가 사흘 후에 다시 살아나리라 한 것을 우리가 기억하노니,문장,상
그가 여기 계시지 않고 그가 말씀하시던 대로 살아나셨느니라,문장,상
열한 제자가 갈릴리에 가서 예수께서 지시하신 산에 이르러,문장,상
예수를 뵈옵고 경배하나 아직도 의심하는 사람들이 있더라,문장,상
내가 너희에게 분부한 모든 것을 가르쳐 지키게 하라,문장,상
